VolunteerID,FSA,AgeGroup,YearsVolunteeredGroup,OccasionalVolunteer,RegularVolunteer,Donor,FirstDonationYear,NumberDonations,SumDonationsGroup,"Population,-2016",age_distribution_0-to-14-years,age_distribution_15-to-64-years,age_distribution_65-years-and-over,age_distribution_85-years-and-over,age_Average-age-of-the-population,age_Median-age-of-the-population,family_%-married-or-living-common-law,family_Average-size-of-census-families,family_%-census-families-that-are-couples,family_%-couples-with-children,income_Median-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Average-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Median-total-income-of-households-in-2015-($),"income_Prevalence-of-low-income-based-on-the-Low-income-measure,-after-tax-(LIM-AT)-(%)",citizenship_%-canadian-citizens,citizenship_%-immigrants,dwellings_%-owners,dwellings_%-renters,"education_%-no-certificate,-diploma-or-degree",education_%-high-school-diploma,"education_%-postsecondary-certificate,-diploma-or-degree",education_%-apprenticeship-or-trades-certificate-or-diploma,education_%-college-certificate-or-diplome,education_%-bachelor-or-above,labour_force_Participation-rate,labour_force_Employment-rate,labour_force_Unemployment-rate
1217,N2K,20 - 29,less than 1,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
1218,N2E,unknown,1 - 3 years,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
1219,N2N,20 - 29,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
1220,N2L,70 + ,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1221,N2L,unknown,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1222,N1R,30 - 39,less than 1,1,0,N,,,,42210,0.163,0.661,0.176,0.023,41.3,41.6,0.549249929,2.8,0.783415842,0.491311216,47293,53143,63306,0.158,0.947235273,0.227228916,0.597394908,0.402605092,0.274685557,0.328899812,0.396270059,0.071562816,0.203122741,0.109295938,0.64,0.594,0.071
1223,N2L,unknown,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1224,N0B,40 - 49,less than 1,1,0,Y,2012,20,"$2,000 + ",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1225,N2L,60 - 69,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1226,N1H,unknown,5 - 10 years,1,0,N,,,,43789,0.146,0.68,0.174,0.026,41.7,41.6,0.542012309,2.8,0.82330983,0.479596977,51384,62771,64797,0.137,0.940678948,0.203916116,0.558145626,0.441592457,0.182684454,0.290089845,0.527089573,0.057310101,0.19493602,0.254015791,0.674,0.63,0.065
1227,N2V,40 - 49,less than 1,1,0,Y,2012,1,under $50,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
1228,N2V,40 - 49,less than 1,1,0,Y,2012,1,under $50,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
1229,N2T,40 - 49,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
1230,N2R,unknown,3 - 5 years,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
1231,N2C,20 - 29,less than 1,1,0,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
1232,N2G,unknown,1 - 3 years,1,0,Y,2007,24,"$500 - $2,000",13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
1233,N2L,20 - 29,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1234,N2M,20 - 29,less than 1,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
1235,N1R,20 - 29,less than 1,1,0,N,,,,42210,0.163,0.661,0.176,0.023,41.3,41.6,0.549249929,2.8,0.783415842,0.491311216,47293,53143,63306,0.158,0.947235273,0.227228916,0.597394908,0.402605092,0.274685557,0.328899812,0.396270059,0.071562816,0.203122741,0.109295938,0.64,0.594,0.071
1236,N2V,30 - 39,less than 1,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
1237,N2V,30 - 39,less than 1,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
1238,N2K,unknown,1 - 3 years,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
1239,N2E,50 - 59,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
1240,N0B,70 + ,less than 1,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1241,N2B,unknown,10 + years,1,0,N,,,,16501,0.137,0.669,0.193,0.026,43.3,45,0.560238848,2.8,0.816580311,0.469543147,50399,57187,67375,0.101,0.965475099,0.224633252,0.623504574,0.375791696,0.203605514,0.303994344,0.492753623,0.084482149,0.237539767,0.156592435,0.65,0.605,0.07
1242,N0N,unknown,1 - 3 years,1,0,N,,,,40649,0.168,0.636,0.196,0.022,42.8,45.2,0.660603372,2.8,0.886299719,0.460108794,59633,73658,83534,0.079,0.981797781,0.071188131,0.851874806,0.145646111,0.156254704,0.27969291,0.563901852,0.115610417,0.297757037,0.136835767,0.618,0.576,0.068
1243,N2T,30 - 39,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
1244,N2N,20 - 29,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
1245,N2T,60 - 69,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
1246,N2J,70 + ,less than 1,1,0,Y,1998,18,"$500 - $2,000",18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
1247,N2J,40 - 49,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
1248,N2R,60 - 69,less than 1,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
1249,N2R,60 - 69,less than 1,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
1250,N2M,20 - 29,less than 1,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
1251,N2V,40 - 49,less than 1,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
1252,N2T,50 - 59,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
1253,N2G,50 - 59,less than 1,0,1,N,,,,13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
1254,N2J,20 - 29,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
1255,N0B,50 - 59,1 - 3 years,0,1,Y,2006,5,"$500 - $2,000",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1256,N2T,70 + ,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
1257,N2H,unknown,1 - 3 years,0,1,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
1258,N2E,20 - 29,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
1259,N2L,30 - 39,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1260,N2N,40 - 49,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
1261,N2N,40 - 49,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
1262,N2G,50 - 59,less than 1,1,0,N,,,,13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
1263,N2N,30 - 39,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
1264,N2A,40 - 49,less than 1,1,0,N,,,,29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
1265,N2L,40 - 49,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1266,N0B,40 - 49,less than 1,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1267,N2A,30 - 39,less than 1,1,0,Y,1991,1,$100 - $250,29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
1268,N2L,under 20,less than 1,0,1,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1269,N3B,unknown,5 - 10 years,0,1,Y,1996,44,"$2,000 + ",12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
1270,N0B,60 - 69,5 - 10 years,0,1,Y,1998,82,"$2,000 + ",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1271,N3B,unknown,less than 1,1,0,N,,,,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
1272,N2L,20 - 29,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
1273,N4S,20 - 29,less than 1,0,1,N,,,,32254,0.153,0.658,0.19,0.03,42.6,43.6,0.569050668,2.8,0.826746075,0.462344466,48528,53635,64528,0.129,0.979160038,0.096548433,0.67354325,0.32645675,0.249906262,0.329958755,0.42032246,0.073865767,0.230596175,0.102924634,0.648,0.612,0.054
1274,N3B,60 - 69,less than 1,1,0,Y,2005,1,$100 - $250,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
1275,N2M,20 - 29,1 - 3 years,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
1276,N3B,unknown,less than 1,1,0,N,,,,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
1277,N2J,20 - 29,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
1278,N2V,30 - 39,less than 1,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
1279,N2B,60 - 69,less than 1,1,0,N,,,,16501,0.137,0.669,0.193,0.026,43.3,45,0.560238848,2.8,0.816580311,0.469543147,50399,57187,67375,0.101,0.965475099,0.224633252,0.623504574,0.375791696,0.203605514,0.303994344,0.492753623,0.084482149,0.237539767,0.156592435,0.65,0.605,0.07
1280,N2A,unknown,10 + years,1,0,Y,1999,22,"$2,000 + ",29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
1281,N3B,40 - 49,less than 1,1,0,Y,2007,8,"$500 - $2,000",12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
1282,N2H,20 - 29,less than 1,1,0,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
1283,N0B,unknown,10 + years,1,0,Y,2007,15,"$500 - $2,000",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1284,N3A,under 20,less than 1,1,0,Y,2007,31,"$2,000 + ",16123,0.208,0.606,0.186,0.023,40.1,40.1,0.698394046,3,0.901639344,0.523863636,57836,64347,93899,0.054,0.982483578,0.092899593,0.864249578,0.135750422,0.178033307,0.261697066,0.560269627,0.090800952,0.266455194,0.186756542,0.693,0.668,0.036
1285,N0B,50 - 59,less than 1,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1286,,unknown,1 - 3 years,1,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,N0G,30 - 39,5 - 10 years,1,0,N,,,,83818,0.197,0.615,0.188,0.025,40.9,41.8,0.640032704,3,0.895661376,0.481805293,45287,52233,67460,0.156,0.983468554,0.063990728,0.806122449,0.193877551,0.296559633,0.278975535,0.424464832,0.09969419,0.217507645,0.090061162,0.68,0.649,0.046
1288,N2H,unknown,5 - 10 years,1,0,Y,1998,20,"$2,000 + ",21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
1289,N1M,unknown,5 - 10 years,1,0,N,,,,15998,0.172,0.629,0.199,0.031,42.4,43.6,0.627310449,2.9,0.867162593,0.490196078,53450,59844,77873,0.081,0.970130283,0.106484425,0.772943038,0.227056962,0.163123309,0.318129107,0.519134132,0.087746424,0.255121763,0.159644376,0.663,0.634,0.044
1290,N2B,under 20,less than 1,0,1,N,,,,16501,0.137,0.669,0.193,0.026,43.3,45,0.560238848,2.8,0.816580311,0.469543147,50399,57187,67375,0.101,0.965475099,0.224633252,0.623504574,0.375791696,0.203605514,0.303994344,0.492753623,0.084482149,0.237539767,0.156592435,0.65,0.605,0.07
1291,N1S,70 + ,less than 1,1,0,N,,,,19510,0.167,0.662,0.17,0.023,41.5,42.5,0.598153846,2.9,0.839332748,0.526150628,55965,66611,79267,0.103,0.976445957,0.146296781,0.726072607,0.274587459,0.178605238,0.304512464,0.516882297,0.067844746,0.251814453,0.181760808,0.684,0.642,0.062
1292,N2M,70 + ,5 - 10 years,1,0,Y,1998,16,"$500 - $2,000",33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
1293,N2C,50 - 59,less than 1,1,0,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
1294,N0B,unknown,3 - 5 years,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
1295,N2E,50 - 59,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
